"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle","attack_angle","attack_direction","swing_path_tilt","rate_ideal_attack_angle","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
28,650333,"Arraez, Luis",1025,2.7,0.25,0.107,0.25,0.357,0.263,0.224,0.225,7,28,83.6,9.7,2333,89.2,89.25,0,28,0,0,6.49,113,148,112,147,266,310,301,"1.288","-1.288","60.7","5.5",28,28,4,3,0,0,0,0,0,0,2.39929,0.5325,0.2875,0.39464,"89.5",127,3.571428571428571,3.571428571428571,3.571428571428571,5.43,0.25,-0.03,2.62,0.25,1,"-4.6",0.225,0.299,"4.6",0.025,0.024999999999999994,0.058,0.039,0,"30.2",4.229919042960843,7.979894812979412,34.393205588316654,0.46153846153846156,34.809988924767225,30.16486208775267
24,663538,"Hoerner, Nico",995,2.4,0.25,0,0.25,0.25,0.222,0.196,0.197,6,24,85.1,15.9,2278,91.3,92,0,24,0,0.7000000000000028,6.66,108,150,117,147,299,320,285,"1.815","-1.815","67.7","6.9",24,24,6,0,0,0,0,0,0,0,1.88375,0.8725,0.60625,0.45042,"91.7",136,20.833333333333336,0,0,5.73,-0.89,0.06,2.41,0.25,0,"-7.5625",0.197,0.254,"7.5625",0.053,0.05299999999999999,-0.004,0.026,0,"41.3",3.5958380504428753,1.5596156455869585,32.71314524330954,0.4166666666666667,34.742860311901595,25.36857456099592
24,664034,"France, Ty",1059,2.3,0.417,0.083,0.417,0.5,0.402,0.388,0.383,10,24,90.9,16.1,2217,88.4,88.1,0,24,0,-0.30000000000001137,6.25,105,149,122,146,302,325,283,"-1.336","1.336","71.2","7.4",24,24,8,2,0,0,0,0,0,0,2.57083,0.39958,0.10458,-0.07208,"95.7",152,45.83333333333333,4.166666666666666,4.166666666666666,5.81,-0.86,-0.05,2.3,0.417,1,"5.566666667",0.383,0.515,"-5.566666667",0.034,0.033999999999999975,-0.015,0.014,0,"34.0",10.528079911972492,2.1253559420005868,34.3730160190416,0.7083333333333334,34.377859795065675,29.069674093379167
24,691026,"Winn, Masyn",1100,2.2,0.292,0.042,0.292,0.333,0.275,0.265,0.263,7,24,91.8,8.6,2296,90.1,89.9,0,24,0,-0.19999999999998863,6.21,103,151,118,147,307,323,283,"1.704","-1.704","70.4","7.4",24,24,6,1,0,0,0,0,0,0,2.27208,0.57042,0.40875,-0.30042,"94.1",152,33.33333333333333,0,0,5.72,0.46,-0.01,2.31,0.292,0,"-7.1",0.263,0.353,"7.1",0.029,0.02899999999999997,-0.02,0.01,0,"39.2",2.7431689699648203,-2.705638048278183,29.832228726925344,0.43478260869565216,32.484563616278386,33.28001515437328
24,805779,"Wilson, Jacob",921,2.6,0.609,0.087,0.583,0.696,0.55,0.393,0.435,14,23,83.6,16.8,2131,89.5,89.26,0,24,0,-0.20000000000000284,6.28,109,149,114,146,301,323,287,"-4.971","4.971","63.2","5.9",24,24,12,2,0,0,0,0,0,0,2.17792,0.79522,0.75875,0.74125,"91.5",167,29.166666666666668,0,0,5.81,-2.02,-0.14,2.51,0.583,0,"20.7125",0.419,0.496,"-20.7125",0.174,0.16399999999999998,0.2,0.157,0,"35.0",1.327719770014216,0.18046989466706798,34.04982603494123,0.2857142857142857,31.595549204896667,30.759428085821007
23,671218,"Ramos, Heliot",1219,1.9,0.348,0.043,0.348,0.391,0.326,0.327,0.315,8,23,90.6,0,2333,90.2,90.2,0,23,0,0,6.43,109,149,120,145,309,320,290,"-0.323","0.323","73.9","6.9",23,23,7,1,0,0,0,0,0,0,2.48348,0.3613,0.40304,0.11696,"94.7",118,39.130434782608695,4.3478260869565215,4.3478260869565215,5.96,-1.26,-0.13,2.18,0.348,1,"1.404347826",0.315,0.447,"-1.404347826",0.033,0.032999999999999974,-0.056,-0.001,0,"42.7",6.388656140597092,6.6406982523105915,33.02450788084192,0.7391304347826086,36.05464513296294,26.481514406816114
23,681624,"Pages, Andy",1055,2.2,0.391,0.13,0.391,0.522,0.397,0.42,0.41,9,23,85.2,8.9,2341,87.2,87.59,0,23,0,0.3999999999999915,6.45,107,150,123,144,300,323,290,"-1.992","1.992","72.6","8.0",23,23,6,3,0,0,0,0,0,0,2.92652,0.10217,-0.00435,-0.05913,"93.6",157,39.130434782608695,4.3478260869565215,4.3478260869565215,5.64,-0.03,0.23,2.07,0.391,1,"8.660869565",0.41,0.56,"-8.660869565",-0.019,-0.01899999999999996,-0.038,-0.023,0,"35.9",4.342947144380533,0.30798073812230875,42.55103601146585,0.5909090909090909,41.56203546951119,28.990533396218062
23,667670,"Rooker, Brent",1185,1.9,0.435,0.087,0.435,0.522,0.419,0.387,0.377,10,23,89.7,17.8,2224,89,89.01,0,23,0,0,6.47,107,149,121,144,305,326,295,"-1.817","1.817","72.0","6.8",23,23,8,2,0,0,0,0,0,0,2.36652,0.57478,0.62261,0.49043,"95.4",176,47.82608695652174,8.695652173913043,8.695652173913043,5.67,-2.1,0.14,2.43,0.435,2,"7.9",0.377,0.527,"-7.9",0.058,0.057999999999999996,-0.005,0.032,0,"34.8",7.877843057610644,0.15032358979860527,35.38851000797758,0.7368421052631579,37.230633892928005,29.790469351662498
23,665161,"Peña, Jeremy",1026,2.2,0.522,0.13,0.522,0.652,0.513,0.315,0.284,12,23,88.4,-2.6,2246,91,91.08,0,23,0,0.09999999999999432,6.43,109,152,113,147,301,313,292,"-3.787","3.787","73.6","7.4",23,23,9,3,0,0,0,0,0,0,2.14696,0.63304,0.41773,-0.025,"94.8",106,43.47826086956522,8.695652173913043,8.695652173913043,5.77,-1.17,0.32,2.43,0.522,2,"16.465217391",0.284,0.457,"-16.465217391",0.238,0.23800000000000004,0.195,0.198,0,"35.8",8.729587099753113,-2.052036206991942,29.275878494310447,0.8095238095238095,38.91383380131268,27.5951610552681
23,514888,"Altuve, Jose",1012,2.3,0.227,0,0.217,0.227,0.193,0.228,0.22,5,22,79.2,15,2328,89.5,89.8,0,23,0,0.29999999999999716,6.54,106,151,111,145,297,313,294,"1.167","-1.167","62.7","7.4",23,23,5,0,0,0,0,0,0,0,2.41565,0.48955,-0.11174,-0.24913,"91.8",124,26.08695652173913,0,0,5.88,-1.37,0.59,2.08,0.217,0,"-5.073913043",0.235,0.256,"5.073913043",0.007,-0.017999999999999988,-0.029,-0.035,0,"38.9",12.473597907530838,-7.091300054365199,30.097233423716276,0.5238095238095238,43.47819360706926,28.642688326803388
22,643217,"Benintendi, Andrew",686,3.2,0.333,0.19,0.318,0.524,0.352,0.472,0.384,7,21,90.9,19.5,2256,89.4,89.65,0,22,0,0.19999999999998863,6.55,120,147,112,152,278,321,297,"-0.256","0.256","68.6","7.1",22,22,3,4,0,0,0,0,0,0,2.15591,0.74227,0.75864,-0.45227,"95.6",216,54.54545454545454,18.181818181818183,18.181818181818183,5.92,-1.23,-0.32,2.23,0.318,4,"1.163636364",0.379,0.739,"-1.163636364",-0.051,-0.061,-0.215,-0.12,0,"38.8",14.179521470208433,-1.9681365982556942,32.675732902839826,0.75,32.70811181360875,35.28176829985953
22,694192,"Chourio, Jackson",1105,2,0.273,0,0.273,0.273,0.243,0.41,0.388,6,22,83.7,6,2346,89.6,89.67,0,22,0,0.10000000000000853,6.37,108,150,114,149,303,325,285,"1.514","-1.514","71.2","7.2",22,22,6,0,0,0,0,0,0,0,2.17091,0.70364,0.38,-0.12273,"93.2",143,36.36363636363637,4.545454545454546,4.545454545454546,5.79,-0.62,-0.02,2.57,0.273,1,"-6.881818182",0.388,0.568,"6.881818182",-0.115,-0.11499999999999999,-0.295,-0.167,0,"38.8",7.767470277323497,0.6774189417579732,23.783935603702112,0.8095238095238095,40.64323389098619,28.730182961348994
22,805367,"Meidroth, Chase",839,2.6,0.455,0.045,0.455,0.5,0.421,0.39,0.388,10,22,89.6,11,2294,88.5,88.82,0,22,0,0.29999999999999716,6.5,111,152,114,148,298,322,286,"-2.827","2.827","68.2","6.6",22,22,9,1,0,0,0,0,0,0,2.46273,0.5019,0.36182,0.11364,"93.4",176,36.36363636363637,0,0,5.67,-1.61,0.21,2.4,0.455,0,"12.85",0.388,0.512,"-12.85",0.067,0.067,-0.012,0.031,0,"33.2",6.296783804560102,1.1645787595672745,27.577458132453295,0.6818181818181818,39.32081086002748,31.334526847470716
22,682663,"Ramírez, Agustín",701,3.1,0.182,0,0.182,0.182,0.162,0.225,0.241,4,22,84.2,-11.2,2412,88.2,87.91,0,22,0,-0.29999999999999716,6.2,110,149,124,145,305,321,288,"1.743","-1.743","74.4","7.5",22,22,4,0,0,0,0,0,0,0,2.51136,0.45636,-0.10286,-0.14952,"92.8",83,31.818181818181817,0,0,5.71,-1.15,0.19,2.2,0.182,0,"-7.922727273",0.241,0.273,"7.922727273",-0.059,-0.059,-0.091,-0.063,0,"33.5",6.481591778996389,-0.3613485532095204,23.233241469243197,0.6363636363636364,40.78286293645434,30.263745570354775
22,663697,"India, Jonathan",1147,1.9,0.238,0,0.227,0.238,0.202,0.277,0.309,5,21,85.3,11.9,2385,90.5,91.05,0,22,0,0.5,6.65,104,150,118,146,305,321,294,"1.539","-1.539","72.6","7.3",22,22,5,0,0,0,0,0,0,0,2.28682,0.5735,0.29818,0.24455,"91.9",111,22.727272727272727,0,0,5.86,-1.59,0.17,2.08,0.227,0,"-6.995454545",0.295,0.359,"6.995454545",-0.071,-0.06799999999999998,-0.121,-0.075,0,"39.7",7.674476056559047,-1.9974471417686486,30.76180584836368,0.6818181818181818,38.24607804665667,30.44078632093616
22,687263,"Neto, Zach",920,2.4,0.364,0.136,0.364,0.5,0.373,0.33,0.31,8,22,83.9,-1.6,2223,88.5,88.18,0,22,0,-0.29999999999999716,6.15,113,149,118,144,289,322,295,"-1.583","1.583","66.6","6.5",22,22,6,1,1,0,0,0,0,0,2.57636,0.38273,0.24636,0.24636,"93.4",108,36.36363636363637,9.090909090909092,9.090909090909092,5.59,-1.83,0.08,2.29,0.364,2,"7.195454545",0.31,0.458,"-7.195454545",0.054,0.05399999999999999,0.042,0.043,0,"35.4",11.109767713382958,6.57841446542081,36.6869395325578,0.5909090909090909,30.8378545024173,33.364391999001036
22,663616,"Larnach, Trevor",1081,2,0.318,0,0.318,0.318,0.283,0.35,0.35,7,22,92.1,12.1,2282,90.9,90.95,0,22,0,0.09999999999999432,6.31,115,147,126,151,295,329,293,"1.096","-1.096","72.6","6.8",22,22,7,0,0,0,0,0,0,0,2.14727,0.63864,0.34773,-0.47227,"94.9",175,45.45454545454545,0,0,5.76,-1.22,-0.05,2.67,0.318,0,"-4.981818182",0.35,0.464,"4.981818182",-0.032,-0.03199999999999997,-0.146,-0.067,0,"36.1",0.930942270272221,0.20445313785486915,32.77798528371697,0.23809523809523808,36.56070352260134,28.031956758597243
22,686469,"Pasquantino, Vinnie",1111,2,0.455,0.045,0.455,0.5,0.421,0.286,0.306,10,22,91.7,8.9,2266,90.4,91.04,0,22,0,0.5999999999999943,6.59,122,146,123,150,297,323,303,"-2.154","2.154","72.6","7.4",22,22,9,1,0,0,0,0,0,0,2.18227,0.65286,0.40143,0.0481,"96.1",89,45.45454545454545,0,0,5.92,-1.01,-0.27,2.25,0.455,0,"9.790909091",0.306,0.351,"-9.790909091",0.149,0.14900000000000002,0.149,0.135,0,"40.9",6.207152673056118,-3.709578035742876,31.90446492946341,0.6190476190476191,42.01550238937686,29.52382780090298
22,665489,"Guerrero Jr., Vladimir",1147,1.9,0.273,0.136,0.273,0.409,0.294,0.355,0.345,6,22,98.7,7.2,2163,89.5,89.9,0,22,0,0.4000000000000057,6.52,110,148,122,146,305,326,287,"0.248","-0.248","77.5","7.7",22,22,3,3,0,0,0,0,0,0,2.3,0.70409,0.53091,0.01545,"99.6",156,63.63636363636363,4.545454545454546,4.545454545454546,5.75,-0.94,0.16,2.26,0.273,1,"-1.127272727",0.345,0.477,"1.127272727",-0.072,-0.07199999999999995,-0.068,-0.061,0,"35.6",1.7694737262377684,-1.116122005432189,27.679576330956294,0.3181818181818182,40.29708660855099,33.02828729701872
21,592518,"Machado, Manny",1157,1.8,0.4,0,0.381,0.4,0.339,0.348,0.325,8,20,91.3,13.7,2257,88.3,88.55,0,21,0,0.29999999999999716,6.5,111,152,129,148,301,327,301,"-0.198","0.198","73.2","7.7",21,21,8,0,0,0,0,0,0,0,2.76952,0.19238,0.16524,-0.22714,"95.0",130,38.095238095238095,4.761904761904762,4.761904761904762,5.27,-0.49,0.1,2.25,0.381,1,"0.942857143",0.337,0.386,"-0.942857143",0.075,0.043999999999999984,0.014,-0.009,0,"25.3",5.671072857293636,3.9611536736046986,26.539599336147095,0.5714285714285714,41.068246823594535,28.710673322104924
21,521692,"Perez, Salvador",1010,2.1,0.381,0.048,0.381,0.429,0.357,0.318,0.311,8,21,88.5,26.6,2265,88.6,88.9,0,21,0,0.30000000000001137,6.54,101,151,122,144,305,323,297,"-1.211","1.211","72.3","7.7",21,21,7,1,0,0,0,0,0,0,2.55381,0.41762,0.29095,-0.10333,"95.0",185,42.857142857142854,9.523809523809524,9.523809523809524,5.89,-1.03,-0.01,2.31,0.381,2,"5.766666667",0.311,0.436,"-5.766666667",0.07,0.07,-0.007,0.039,0,"38.9",12.117792796104826,-7.429863585488403,36.83877134958947,0.7142857142857143,34.92496481591078,32.406083314491894
21,666182,"Bichette, Bo",1157,1.8,0.238,0.095,0.238,0.333,0.246,0.313,0.294,5,21,92.4,7,2144,88.4,88.84,0,21,0,0.3999999999999915,6.74,107,147,120,145,303,322,286,"1.054","-1.054","71.1","7.3",21,21,4,0,1,0,0,0,0,0,2.67952,0.30048,0.41095,-0.26714,"96.6",144,57.14285714285714,0,0,5.78,-0.67,0.31,2.31,0.238,0,"-5.019047619",0.294,0.439,"5.019047619",-0.056,-0.055999999999999994,-0.106,-0.067,0,"37.2",4.162901846398645,-0.9104727665580672,35.58306350093111,0.47058823529411764,37.037228385182694,29.089537609017277
21,647351,"Toro, Abraham",421,5,0.4,0,0.381,0.4,0.339,0.375,0.42,8,20,83.5,13.6,2198,89.3,89.36,0,21,0,0.10000000000000853,6.39,111,147,116,148,288,321,295,"-0.825","0.825","67.9","7.4",21,21,8,0,0,0,0,0,0,0,2.37476,0.5281,0.52238,-0.52238,"92.8",142,33.33333333333333,0,0,5.71,-0.11,-0.28,2.23,0.381,0,"3.928571429",0.401,0.477,"-3.928571429",-0.02,-0.020000000000000018,-0.077,-0.036,0,"32.7",8.926544535855507,4.648737145677255,31.738175942950537,0.45,40.15080805681435,34.23859071307063
21,650402,"Torres, Gleyber",1060,2,0.286,0.048,0.286,0.333,0.272,0.326,0.347,6,21,90.6,15.8,2309,89.4,89.94,0,21,0,0.5,6.6,105,153,121,148,301,322,289,"0.558","-0.558","70.2","7.2",21,21,5,1,0,0,0,0,0,0,2.21286,0.707,0.2119,0.3319,"94.4",143,42.857142857142854,0,0,5.9,-1.16,-0.1,2.28,0.286,0,"-2.657142857",0.347,0.4,"2.657142857",-0.061,-0.061,-0.067,-0.054,0,"40.4",11.222954763151206,3.0500376639330584,35.291879802971465,0.8095238095238095,33.379639378056275,31.53596030375126
20,593871,"Polanco, Jorge",770,2.6,0.2,0.05,0.2,0.25,0.197,0.23,0.229,4,20,84.9,17.6,2098,88.1,88.19,0,20,0,0.10000000000000853,6.33,108,144,106,150,297,327,299,"2.142","-2.142","71.1","7.1",20,20,3,1,0,0,0,0,0,0,2.449,0.53,0.84,-0.84,"91.4",131,30,0,0,5.96,-1.73,-0.35,2.38,0.2,0,"-10.71",0.229,0.306,"10.71",-0.029,-0.028999999999999998,-0.056,-0.033,0,"39.8",8.192476366507936,-5.2535375428784565,29.02228542679103,0.7222222222222222,41.339709773201484,30.494891954469125
20,672640,"Lopez, Otto",806,2.5,0.2,0.05,0.2,0.25,0.197,0.285,0.284,4,20,86.2,8.5,2274,90.7,90.44,0,20,0,-0.29999999999999716,6.27,111,151,117,147,299,316,284,"1.226","-1.226","71.7","6.8",20,20,3,1,0,0,0,0,0,0,2.272,0.5435,0.481,0.333,"93.7",141,45,0,0,5.67,-1.14,-0.11,2.48,0.2,0,"-6.13",0.284,0.377,"6.13",-0.084,-0.08399999999999996,-0.127,-0.088,0,"35.1",9.943993621437123,-5.600593361217394,29.202485998330722,0.65,34.547423295157756,32.61702792008889
20,643446,"McNeil, Jeff",551,3.6,0.2,0.05,0.2,0.25,0.197,0.272,0.258,4,20,85.4,19.3,2299,90.8,90.61,0,20,0,-0.20000000000000284,6.06,116,148,111,151,291,318,300,"1.836","-1.836","70.8","7.1",20,20,3,1,0,0,0,0,0,0,2.118,0.654,0.432,-0.547,"92.2",225,20,0,0,5.82,-1.11,-0.05,2.37,0.2,0,"-9.18",0.258,0.375,"9.18",-0.058,-0.057999999999999996,-0.125,-0.075,0,"39.2",5.272197903045778,-1.38625149259267,34.00029134610767,0.55,33.54441624302479,29.7398567858624
20,676391,"Clement, Ernie",722,2.8,0.25,0.1,0.25,0.35,0.26,0.235,0.236,5,20,89.7,18.8,2204,89.8,90.11,0,20,0,0.29999999999999716,6.63,106,151,112,147,301,324,282,"1.228","-1.228","68.9","7.1",20,20,3,2,0,0,0,0,0,0,2.148,0.7065,0.5385,-0.4935,"92.6",182,25,5,5,5.7,-0.25,0.14,2.42,0.25,1,"-6.14",0.236,0.312,"6.14",0.014,0.014000000000000012,0.038,0.025,0,"35.7",10.425897438441051,-3.320072007695822,32.16496147055897,0.7894736842105263,37.3024550805039,30.16240382358916
20,641487,"Crawford, J.P.",1252,1.6,0.5,0.15,0.5,0.65,0.501,0.441,0.427,10,20,89.7,14.3,2186,89.5,89.61,0,20,0,0.09999999999999432,6.31,121,147,105,152,289,325,299,"-3.048","3.048","70.5","6.7",20,20,7,3,0,0,0,0,0,0,2.2015,0.676,0.7,-0.494,"94.8",194,45,10,10,5.94,-1.53,-0.29,2.38,0.5,2,"15.24",0.427,0.6,"-15.24",0.073,0.07300000000000001,0.05,0.06,0,"39.1",0.049850911891717864,3.8441764715534728,36.27724024816985,0.35,38.25295170815037,34.5497677186997
20,595879,"Báez, Javier",772,2.6,0.35,0,0.35,0.35,0.311,0.357,0.374,7,20,88.8,9.7,2353,86.7,87.05,0,20,0,0.29999999999999716,6.47,105,153,122,148,299,323,289,"-0.183","0.183","74.9","8.1",20,20,7,0,0,0,0,0,0,0,2.696,0.5095,-0.1285,-0.2105,"95.0",117,45,0,0,5.94,-1.72,0.18,2.46,0.35,0,"0.915",0.374,0.447,"-0.915",-0.024,-0.02400000000000002,-0.097,-0.046,0,"39.1",9.741520595126982,-2.868140588666513,28.989338714975265,0.6842105263157895,38.64299603522024,29.564398946175316
20,607208,"Turner, Trea",1198,1.7,0.3,0.15,0.3,0.45,0.323,0.339,0.306,6,20,91.1,14.7,2194,88.7,89.05,0,20,0,0.29999999999999716,6.47,107,152,120,148,297,320,291,"0.072","-0.072","71.6","7.2",20,20,3,3,0,0,0,0,0,0,2.3055,0.625,0.2595,0.0655,"95.4",169,45,5,5,5.72,0.29,0.05,2.57,0.3,1,"-0.36",0.306,0.491,"0.36",-0.006,-0.006000000000000005,-0.041,-0.016,0,"37.9",4.252810597629915,6.890145140309797,27.50416649087656,0.5294117647058824,37.21643000309672,24.601740807016967
19,671289,"Freeman, Tyler",378,5,0.421,0.105,0.421,0.526,0.414,0.446,0.428,8,19,90.2,0.7,2453,89.9,89.38,0,19,0,-0.5,6.04,108,151,111,147,310,323,289,"-1.806","1.806","72.9","7.0",19,19,6,2,0,0,0,0,0,0,2.48263,0.39368,0.28211,0.30105,"94.3",167,36.84210526315789,5.263157894736842,5.263157894736842,5.94,-1.13,0.03,2.19,0.421,1,"9.505263158",0.428,0.611,"-9.505263158",-0.007,-0.007000000000000006,-0.085,-0.032,0,"38.8",1.2201614329020511,2.510068143054447,35.11092992766647,0.29411764705882354,38.30142866726424,29.077969669214863
19,668930,"Turang, Brice",1285,1.5,0.333,0.111,0.316,0.444,0.321,0.335,0.358,6,18,88.3,6.3,2230,91.3,91.74,0,19,0,0.4000000000000057,6.51,112,146,110,150,280,315,296,"-0.358","0.358","69.7","6.7",19,19,4,2,0,0,0,0,0,0,1.96158,0.78526,0.52737,-0.25474,"94.5",149,47.368421052631575,0,0,5.83,-0.52,0.1,2.51,0.316,0,"1.884210526",0.34,0.456,"-1.884210526",-0.025,-0.02400000000000002,-0.012,-0.014,0,"43.6",8.190516265902316,9.711178401361146,30.604806399042943,0.7777777777777778,36.00626103627929,31.04299373871573
19,656716,"McKinstry, Zach",993,1.9,0.368,0.211,0.368,0.579,0.403,0.397,0.403,7,19,87.3,15.2,2075,90.1,90.54,0,19,0,0.4000000000000057,6.63,118,148,115,153,287,321,300,"-1.034","1.034","69.4","7.0",19,19,5,0,2,0,0,0,0,0,1.94737,0.89,0.77053,-0.44526,"93.0",172,31.57894736842105,10.526315789473683,10.526315789473683,5.89,-1.17,-0.03,2.29,0.368,2,"5.442105263",0.403,0.518,"-5.442105263",-0.035,-0.03500000000000003,0.061,0.006,0,"38.5",12.799965742502877,-0.8110716512992102,37.11254272003055,0.6666666666666666,33.82791555387191,29.329223934819723
19,664761,"Bohm, Alec",1007,1.9,0.368,0.053,0.368,0.421,0.347,0.269,0.272,7,19,86.5,5.5,2208,91.7,91.75,0,19,0,0.09999999999999432,6.44,112,151,122,148,303,324,290,"-0.228","0.228","71.2","7.0",19,19,6,1,0,0,0,0,0,0,1.75421,1.00579,0.70421,0.04421,"93.6",129,47.368421052631575,5.263157894736842,5.263157894736842,5.75,-0.15,-0.25,2.77,0.368,1,"1.2",0.272,0.355,"-1.2",0.096,0.09599999999999997,0.066,0.078,0,"38.7",5.613345391788606,4.5667953178695235,27.63943192333919,0.4117647058823529,34.37580091373982,26.114124048312043
19,807713,"Shaw, Matt",626,3,0.316,0.105,0.316,0.421,0.321,0.345,0.302,6,19,82.6,11.5,2275,90.2,90.74,0,19,0,0.5,6.65,105,151,121,148,304,321,289,"0.325","-0.325","70.3","6.7",19,19,4,2,0,0,0,0,0,0,2.22316,0.61421,0.64105,0.30105,"93.3",125,31.57894736842105,10.526315789473683,10.526315789473683,5.75,-0.62,-0.2,2.44,0.316,2,"-1.710526316",0.302,0.51,"1.710526316",0.014,0.014000000000000012,-0.089,-0.024,0,"40.0",10.731787271366278,5.1536655910851294,27.242609969688292,0.7894736842105263,34.8924531639257,28.680130060215927
19,605141,"Betts, Mookie",1099,1.7,0.526,0.105,0.526,0.632,0.508,0.46,0.437,10,19,87.4,19.9,2282,90.1,90.49,0,19,0,0.4000000000000057,6.47,102,149,122,146,302,323,288,"-2.842","2.842","66.4","6.9",19,19,8,2,0,0,0,0,0,0,2.44211,0.39105,0.17263,-0.34316,"92.6",209,31.57894736842105,10.526315789473683,10.526315789473683,5.79,-0.51,0.29,2.36,0.526,2,"14.957894737",0.437,0.636,"-14.957894737",0.089,0.08900000000000002,-0.004,0.048,0,"41.8",7.799020232106342,-2.1441692218610924,33.96729616175271,0.6875,40.36258572227646,31.333215446388877
19,701538,"Merrill, Jackson",627,3,0.368,0.158,0.368,0.526,0.387,0.425,0.389,7,19,84.8,21.3,2133,88,87.95,0,19,0,0,6.41,114,148,120,151,290,322,307,"-1.936","1.936","71.1","7.3",19,19,4,3,0,0,0,0,0,0,2.74579,0.26474,0.33368,0.17053,"92.4",198,26.31578947368421,15.789473684210526,15.789473684210526,5.2,0.62,0.26,2.12,0.368,3,"10.189473684",0.389,0.606,"-10.189473684",-0.021,-0.02100000000000002,-0.08,-0.038,0,"23.3",8.567719938280495,3.089474522319354,39.90869010100059,0.5263157894736842,34.994916243597324,27.95598230579848
19,660271,"Ohtani, Shohei",1285,1.5,0.333,0,0.316,0.333,0.281,0.282,0.26,6,18,94.1,9.4,2201,90.5,90.91,0,19,0,0.4000000000000057,6.52,119,143,133,151,300,330,308,"1.005","-1.005","76.8","7.7",19,19,6,0,0,0,0,0,0,0,2.24158,0.56474,0.71316,-0.13421,"96.7",127,52.63157894736842,0,0,5.56,0.1,0.29,2.56,0.316,0,"-5.289473684",0.267,0.325,"5.289473684",0.073,0.04899999999999999,0.008,-0.001,0,"35.1",12.19406185826331,4.30833436510081,37.3196210839827,0.7894736842105263,36.995058834050475,25.610814316084223
18,682928,"Abrams, CJ",931,1.9,0.222,0.056,0.222,0.278,0.219,0.302,0.319,4,18,88.2,7,2367,92.6,93.19,0,18,0,0.6000000000000085,6.59,123,149,120,154,289,318,302,"1.265","-1.265","72.2","7.1",18,18,3,1,0,0,0,0,0,0,1.80222,0.87278,0.48222,0.20778,"92.7",117,27.77777777777778,0,0,5.95,0.19,-0.01,2.69,0.222,0,"-7.027777778",0.319,0.369,"7.027777778",-0.097,-0.097,-0.091,-0.083,0,"37.5",8.97443034248779,1.0836113643184984,23.582224976120678,0.7222222222222222,38.22590734514935,30.57075142946999
18,678246,"Vargas, Miguel",1180,1.5,0.222,0,0.222,0.222,0.198,0.296,0.257,4,18,82.5,26.5,2381,90.2,90.56,0,18,0,0.3999999999999915,6.49,105,151,121,148,292,325,290,"1.806","-1.806","69.0","7.6",18,18,4,0,0,0,0,0,0,0,2.19389,0.63611,0.44444,-0.00556,"92.1",205,33.33333333333333,5.555555555555555,5.555555555555555,5.73,-1.41,0.11,2.08,0.222,1,"-10.033333333",0.257,0.439,"10.033333333",-0.035,-0.035,-0.217,-0.098,0,"35.4",10.834721150695463,0.4435940619295655,39.742816851770876,0.8333333333333334,37.590739477116024,33.32008526541623
18,668942,"Rojas, Josh",443,4.1,0.25,0.125,0.235,0.375,0.254,0.281,0.272,4,16,87.7,5.4,2172,86.8,87.09,0,18,0,0.29999999999999716,6.51,114,146,106,152,276,321,300,"1.392","-1.392","65.1","6.9",18,18,2,2,0,0,0,0,0,0,2.78111,0.29556,0.41833,-0.02944,"93.6",151,33.33333333333333,0,0,5.89,-1.07,0.08,2.36,0.235,0,"-7.733333333",0.267,0.365,"7.733333333",-0.022,-0.03200000000000003,0.01,-0.027,0,"37.5",8.208222854308977,6.124308542292216,33.839152415448766,0.6,36.699078333001694,24.39428579150164
18,669364,"Edwards, Xavier",901,2,0.529,0.176,0.529,0.706,0.537,0.439,0.445,9,17,83.2,5.1,2369,91.2,90.78,0,18,0,-0.4000000000000057,6.16,112,145,99,147,279,311,292,"-2.454","2.454","63.6","5.8",18,18,6,3,0,0,0,0,0,0,2.08556,0.72056,0.31167,-0.31167,"92.1",177,33.33333333333333,0,0,5.65,-1.85,-0.03,2.33,0.529,0,"13.633333333",0.445,0.576,"-13.633333333",0.084,0.08400000000000002,0.13,0.098,0,"31.3",0.0335582702417343,-2.2276202041300106,33.929371042713264,0.375,34.19994875983553,24.044791023797575
